date;marketplace;brand;campaign_type;impressions;clicks;orders;spend
2025-08-20;Lamoda;ДетиПоносят;Поиск;195870;8224;665;98688
2025-06-28;Wildberries;ДетиНосят;Брендовая реклама;68901;3706;486;92650
2025-09-04;Wildberries;ДетиНеВыносят;Брендовая реклама;179861;14193;1046;1121247
2025-05-11;Яндекс Маркет;ДетиНосят;Поиск;151418;10594;1106;201286
2025-08-22;Wildberries;ДетиНеВыносят;Авто-реклама;122353;2390;305;107550
2025-07-19;Wildberries;ДетиНеВыносят;Каталог;63954;1213;147;86123
2025-08-08;Ozon;ДетиПоносят;Авто-реклама;39848;2081;141;116536
2025-04-20;Ozon;ДетиПоносят;Авто-реклама;33882;1686;95;133194
2025-10-26;Lamoda;ДетиНеВыносят;Продвижение карточки;137563;1490;170;53640
2025-03-02;Wildberries;ДетиНосят;Поиск;187864;12057;1120;446109
2025-03-17;Wildberries;ДетиНосят;Поиск;136460;3899;157;288526
2025-01-20;Яндекс Маркет;ДетиНосят;Каталог;72551;3354;441;191178
2025-12-30;Яндекс Маркет;ДетиНеВыносят;Авто-реклама;180451;4538;636;294970
2025-03-12;Lamoda;ДетиНосят;Продвижение карточки;179253;1897;151;151760
2025-01-29;Wildberries;ДетиПоносят;Продвижение карточки;115468;6473;545;291285
2025-02-09;Яндекс Маркет;ДетиНеВыносят;Поиск;23607;1405;175;47770
2025-08-04;Wildberries;ДетиНеВыносят;Каталог;152469;5653;430;271344
2025-01-31;Ozon;ДетиНеВыносят;Продвижение карточки;106527;6158;589;252478
2025-03-05;Ozon;ДетиНеВыносят;Продвижение карточки;23547;793;37;32513
2025-10-15;Ozon;ДетиПоносят;Каталог;68129;1000;102;63000
2025-01-17;Lamoda;ДетиНосят;Продвижение карточки;63593;4813;419;255089
2025-06-15;Яндекс Маркет;ДетиНеВыносят;Авто-реклама;114555;5349;787;219309
2025-05-21;Wildberries;ДетиНеВыносят;Поиск;112810;4241;162;279906
2025-06-24;Wildberries;ДетиНосят;Каталог;58433;2590;88;178710
2025-01-04;Яндекс Маркет;ДетиПоносят;Поиск;60005;2890;196;222530
2025-11-12;Lamoda;ДетиПоносят;Авто-реклама;97784;3638;131;261936
2025-12-13;Wildberries;ДетиНосят;Авто-реклама;128020;5244;284;235980
2025-12-29;Яндекс Маркет;ДетиНеВыносят;Поиск;13663;645;19;45150
2025-12-08;Яндекс Маркет;ДетиНеВыносят;Авто-реклама;46986;1596;210;126084
2025-09-01;Яндекс Маркет;ДетиНеВыносят;Авто-реклама;56827;3287;372;134767
2025-07-19;Wildberries;ДетиПоносят;Брендовая реклама;169400;13382;842;334550
2025-01-19;Ozon;ДетиНеВыносят;Поиск;82301;3724;389;238336
2025-06-26;Wildberries;ДетиПоносят;Брендовая реклама;60542;4551;462;286713
2025-03-05;Lamoda;ДетиПоносят;Брендовая реклама;34754;1590;70;69960
2025-08-01;Wildberries;ДетиНосят;Поиск;187507;12286;1804;860020
2025-07-13;Яндекс Маркет;ДетиНосят;Продвижение карточки;98305;2575;385;56650
2025-09-23;Ozon;ДетиПоносят;Продвижение карточки;171300;4481;246;304708
2025-08-01;Wildberries;ДетиПоносят;Авто-реклама;1866;144;15;5040
2025-12-22;Яндекс Маркет;ДетиПоносят;Продвижение карточки;147953;10410;377;499680
2025-08-28;Яндекс Маркет;ДетиНеВыносят;Каталог;137853;7556;609;302240
2025-11-03;Lamoda;ДетиПоносят;Брендовая реклама;111897;3380;132;172380
2025-12-15;Wildberries;ДетиНеВыносят;Каталог;18143;1038;87;68508
2025-09-12;Яндекс Маркет;ДетиНеВыносят;Авто-реклама;186940;12807;390;691578
2025-04-04;Wildberries;ДетиНеВыносят;Продвижение карточки;182714;12498;735;762378
2025-05-17;Lamoda;ДетиНеВыносят;Авто-реклама;174540;2957;344;195162
2025-01-24;Wildberries;ДетиПоносят;Каталог;120821;1524;150;120396
2025-03-25;Ozon;ДетиПоносят;Поиск;177105;12335;1192;555075
2025-01-20;Яндекс Маркет;ДетиПоносят;Каталог;47976;1315;104;64435
2025-07-16;Lamoda;ДетиНосят;Продвижение карточки;18993;416;34;32448
2025-02-11;Яндекс Маркет;ДетиПоносят;Продвижение карточки;96396;5556;345;327804
2025-09-07;Ozon;ДетиНосят;Авто-реклама;33075;1158;115;72954
2025-07-16;Яндекс Маркет;ДетиНеВыносят;Продвижение карточки;13863;1065;39;31950
2025-01-16;Lamoda;ДетиПоносят;Каталог;131976;8647;1239;527467
2025-01-20;Wildberries;ДетиНосят;Авто-реклама;107161;8081;351;525265
2025-10-22;Яндекс Маркет;ДетиНеВыносят;Поиск;31700;1017;33;56952
2025-07-03;Ozon;ДетиНосят;Продвижение карточки;30576;826;105;46256
2025-08-09;Lamoda;ДетиНеВыносят;Каталог;89488;6332;603;474900
2025-10-24;Ozon;ДетиНеВыносят;Продвижение карточки;127972;8401;551;168020
2025-12-08;Wildberries;ДетиНосят;Авто-реклама;1251;74;3;2368
2025-04-13;Wildberries;ДетиНосят;Каталог;108266;7634;412;91608
2025-07-31;Lamoda;ДетиПоносят;Поиск;30225;303;30;12726
2025-10-29;Lamoda;ДетиПоносят;Брендовая реклама;183128;3050;369;118950
2025-10-29;Wildberries;ДетиПоносят;Каталог;13850;602;67;31304
2025-06-08;Яндекс Маркет;ДетиНеВыносят;Авто-реклама;135676;4633;680;134357
2025-09-07;Яндекс Маркет;ДетиНеВыносят;Продвижение карточки;133133;8507;912;450871
2025-01-06;Ozon;ДетиПоносят;Продвижение карточки;156720;10918;1177;556818
2025-12-03;Wildberries;ДетиНосят;Каталог;111565;8554;767;350714
2025-05-26;Wildberries;ДетиНосят;Брендовая реклама;167207;11932;395;894900
2025-06-06;Lamoda;ДетиНосят;Авто-реклама;179857;6086;805;468622
2025-11-13;Wildberries;ДетиНеВыносят;Каталог;65441;964;81;65552
2025-07-09;Яндекс Маркет;ДетиНеВыносят;Каталог;149555;7719;251;185256
2025-09-04;Ozon;ДетиПоносят;Авто-реклама;19506;801;70;29637
2025-09-09;Ozon;ДетиНосят;Продвижение карточки;47674;667;83;51359
2025-03-04;Wildberries;ДетиПоносят;Брендовая реклама;80319;3428;282;150832
2025-07-19;Яндекс Маркет;ДетиПоносят;Поиск;57581;3556;323;138684
2025-05-26;Яндекс Маркет;ДетиНеВыносят;Авто-реклама;71690;812;102;24360
2025-05-16;Wildberries;ДетиНосят;Брендовая реклама;140774;4708;502;225984
2025-01-12;Wildberries;ДетиНосят;Продвижение карточки;170646;4227;297;194442
2025-04-01;Яндекс Маркет;ДетиНеВыносят;Продвижение карточки;80387;1194;66;77610
2025-01-14;Ozon;ДетиНеВыносят;Продвижение карточки;148506;2209;134;92778
2025-12-30;Lamoda;ДетиНосят;Каталог;37585;1882;159;133622
2025-07-12;Ozon;ДетиНосят;Продвижение карточки;57592;2348;84;86876
2025-05-12;Wildberries;ДетиНосят;Поиск;142202;7111;728;568880
2025-03-14;Яндекс Маркет;ДетиНеВыносят;Каталог;81767;3182;276;47730
2025-01-26;Яндекс Маркет;ДетиНосят;Продвижение карточки;155727;8581;535;386145
2025-10-11;Wildberries;ДетиНосят;Продвижение карточки;172883;6953;1036;222496
2025-10-31;Wildberries;ДетиПоносят;Поиск;143025;10343;725;196517
2025-08-24;Ozon;ДетиНеВыносят;Поиск;4960;318;36;8268
2025-04-07;Яндекс Маркет;ДетиПоносят;Брендовая реклама;109785;7079;795;247765
2025-03-06;Яндекс Маркет;ДетиПоносят;Авто-реклама;104190;5439;433;233877
2025-04-15;Яндекс Маркет;ДетиПоносят;Продвижение карточки;169244;8727;1268;410169
2025-11-22;Wildberries;ДетиНосят;Продвижение карточки;113027;7236;438;115776
2025-05-30;Яндекс Маркет;ДетиНосят;Поиск;4690;215;15;8600
2025-12-01;Lamoda;ДетиПоносят;Продвижение карточки;169430;3705;410;62985
2025-04-07;Wildberries;ДетиНеВыносят;Каталог;129147;2215;328;148405
2025-02-28;Lamoda;ДетиНеВыносят;Поиск;173631;8318;593;116452
2025-06-01;Lamoda;ДетиНосят;Поиск;36550;2333;161;144646
2025-03-28;Яндекс Маркет;ДетиНеВыносят;Авто-реклама;38818;718;67;10770
2025-04-10;Lamoda;ДетиНосят;Поиск;141815;2982;382;104370
2025-06-14;Яндекс Маркет;ДетиНосят;Каталог;113096;8490;779;458460
2025-03-12;Lamoda;ДетиПоносят;Продвижение карточки;172624;3258;140;149868
2025-02-27;Lamoda;ДетиНеВыносят;Поиск;77728;1894;77;126898
2025-08-25;Яндекс Маркет;ДетиНеВыносят;Авто-реклама;63036;1552;198;108640
2025-08-26;Lamoda;ДетиНосят;Продвижение карточки;133201;7496;564;344816
2025-06-17;Wildberries;ДетиПоносят;Продвижение карточки;167381;8340;745;375300
2025-01-05;Lamoda;ДетиПоносят;Поиск;52943;3202;127;192120
2025-01-07;Wildberries;ДетиНосят;Каталог;109075;4635;550;120510
2025-06-16;Lamoda;ДетиНосят;Поиск;64041;3077;185;43078
2025-02-23;Lamoda;ДетиНосят;Продвижение карточки;121853;6644;384;245828
2025-09-14;Wildberries;ДетиНосят;Брендовая реклама;98961;4884;403;307692
2025-09-01;Wildberries;ДетиНеВыносят;Каталог;60241;2200;119;121000
2025-08-18;Яндекс Маркет;ДетиПоносят;Продвижение карточки;195543;4883;228;385757
2025-03-23;Wildberries;ДетиПоносят;Каталог;181337;2314;74;104130
2025-07-01;Ozon;ДетиПоносят;Поиск;146786;8241;650;313158
2025-10-11;Ozon;ДетиНосят;Авто-реклама;144392;2670;139;197580
2025-01-07;Wildberries;ДетиПоносят;Поиск;143279;5294;646;344110
2025-07-24;Lamoda;ДетиНосят;Брендовая реклама;199484;12192;1195;938784
2025-11-13;Lamoda;ДетиНосят;Брендовая реклама;134711;4861;392;359714
2025-10-24;Яндекс Маркет;ДетиНеВыносят;Авто-реклама;1365;20;2;260
2025-06-12;Яндекс Маркет;ДетиПоносят;Каталог;179961;3812;529;179164
2025-04-17;Lamoda;ДетиНосят;Авто-реклама;25036;881;48;42288
2025-05-29;Wildberries;ДетиНосят;Продвижение карточки;198523;11597;1602;266731
2025-09-29;Lamoda;ДетиНосят;Каталог;57419;1000;109;25000
2025-11-26;Яндекс Маркет;ДетиНеВыносят;Авто-реклама;26633;1299;52;54558
2025-07-13;Wildberries;ДетиНеВыносят;Продвижение карточки;148717;5893;304;300543
2025-02-13;Ozon;ДетиНеВыносят;Каталог;187223;5548;729;199728
2025-04-22;Wildberries;ДетиПоносят;Авто-реклама;137436;2243;103;89720
2025-07-15;Lamoda;ДетиНеВыносят;Брендовая реклама;150492;10289;450;596762
2025-12-09;Яндекс Маркет;ДетиПоносят;Брендовая реклама;47285;2519;291;120912
2025-07-12;Lamoda;ДетиНосят;Брендовая реклама;173384;6006;811;396396
2025-10-28;Ozon;ДетиНосят;Авто-реклама;105331;4053;404;129696
2025-01-05;Wildberries;ДетиПоносят;Авто-реклама;173315;13026;1838;494988
2025-04-29;Яндекс Маркет;ДетиНосят;Каталог;179819;7640;584;443120
2025-07-26;Яндекс Маркет;ДетиНосят;Поиск;77310;4396;159;342888
2025-07-04;Lamoda;ДетиПоносят;Каталог;20541;1399;151;65753
2025-12-21;Ozon;ДетиНеВыносят;Поиск;170247;2760;280;82800
2025-10-09;Wildberries;ДетиПоносят;Продвижение карточки;8692;533;53;20254
2025-05-09;Wildberries;ДетиНосят;Каталог;155678;9050;1215;117650
2025-09-12;Lamoda;ДетиНосят;Поиск;189573;11607;1643;766062
2025-03-12;Ozon;ДетиНосят;Продвижение карточки;136063;3848;204;107744
2025-03-31;Яндекс Маркет;ДетиНеВыносят;Поиск;83859;2110;200;88620
2025-05-04;Wildberries;ДетиНеВыносят;Продвижение карточки;88467;4794;543;158202
2025-11-26;Lamoda;ДетиНосят;Брендовая реклама;197896;12796;924;780556
2025-02-23;Wildberries;ДетиПоносят;Поиск;178830;9802;709;764556
2025-04-14;Яндекс Маркет;ДетиНеВыносят;Авто-реклама;5470;382;21;7640
2025-08-14;Lamoda;ДетиПоносят;Поиск;67969;5207;758;156210
2025-05-04;Ozon;ДетиПоносят;Поиск;114944;2567;254;151453
2025-01-28;Wildberries;ДетиНеВыносят;Брендовая реклама;199706;3752;543;63784
2025-07-03;Ozon;ДетиПоносят;Продвижение карточки;171916;8449;708;490042
2025-12-25;Яндекс Маркет;ДетиНосят;Продвижение карточки;55712;1774;68;26610
2025-03-25;Ozon;ДетиНосят;Поиск;87538;3130;351;197190
2025-11-18;Яндекс Маркет;ДетиПоносят;Продвижение карточки;197527;6063;206;478977
2025-01-01;Wildberries;ДетиНеВыносят;Поиск;14393;610;59;12810
2025-01-16;Wildberries;ДетиПоносят;Брендовая реклама;192808;9809;481;588540
2025-06-23;Lamoda;ДетиНеВыносят;Авто-реклама;89317;4579;386;320530
2025-11-26;Wildberries;ДетиНеВыносят;Авто-реклама;191542;9397;1006;610805
2025-02-26;Ozon;ДетиПоносят;Продвижение карточки;124625;9582;1121;249132
2025-11-11;Ozon;ДетиНеВыносят;Поиск;115353;7006;776;280240
2025-11-22;Lamoda;ДетиПоносят;Поиск;53009;1932;64;131376
2025-02-03;Wildberries;ДетиПоносят;Продвижение карточки;107458;5776;217;225264
2025-02-01;Ozon;ДетиПоносят;Продвижение карточки;132723;7020;247;252720
2025-07-12;Wildberries;ДетиНосят;Брендовая реклама;29004;1080;38;56160
2025-10-08;Яндекс Маркет;ДетиПоносят;Продвижение карточки;187888;8742;1095;690618
2025-10-31;Ozon;ДетиПоносят;Авто-реклама;177398;2840;138;113600
2025-07-10;Яндекс Маркет;ДетиПоносят;Брендовая реклама;14454;579;40;32424
2025-01-06;Lamoda;ДетиНеВыносят;Авто-реклама;163985;10087;822;423654
2025-06-18;Wildberries;ДетиНеВыносят;Поиск;69243;3313;337;258414
2025-01-17;Ozon;ДетиНосят;Каталог;32615;1478;123;14780
2025-07-10;Wildberries;ДетиПоносят;Продвижение карточки;82513;1820;141;143780
2025-03-12;Яндекс Маркет;ДетиНеВыносят;Продвижение карточки;187234;4415;461;185430
2025-06-23;Lamoda;ДетиНосят;Каталог;42652;1255;87;85340
2025-03-08;Яндекс Маркет;ДетиПоносят;Авто-реклама;80836;3710;297;107590
2025-09-22;Яндекс Маркет;ДетиПоносят;Каталог;149847;10739;1166;397343
2025-03-05;Lamoda;ДетиПоносят;Авто-реклама;24699;753;98;47439
2025-03-19;Wildberries;ДетиНосят;Продвижение карточки;27088;810;90;12960
2025-10-06;Яндекс Маркет;ДетиНосят;Брендовая реклама;21811;808;94;42016
2025-11-06;Ozon;ДетиНосят;Каталог;144812;10929;1594;185793
2025-05-31;Яндекс Маркет;ДетиНеВыносят;Поиск;112141;6334;820;69674
2025-08-14;Lamoda;ДетиНосят;Авто-реклама;64821;2098;210;52450
2025-02-21;Lamoda;ДетиНеВыносят;Авто-реклама;33758;2577;214;206160
2025-04-02;Lamoda;ДетиНеВыносят;Продвижение карточки;152818;5296;286;291280
2025-07-17;Lamoda;ДетиНеВыносят;Брендовая реклама;37396;2271;134;79485
2025-09-01;Яндекс Маркет;ДетиНосят;Каталог;182939;8412;291;538368
2025-05-10;Wildberries;ДетиНосят;Каталог;28912;728;108;20384
2025-06-23;Ozon;ДетиНеВыносят;Каталог;114372;6095;489;73140
2025-12-16;Яндекс Маркет;ДетиПоносят;Поиск;145713;1848;163;18480
2025-04-02;Lamoda;ДетиПоносят;Каталог;77625;1881;158;39501
2025-04-14;Lamoda;ДетиНосят;Продвижение карточки;88742;6920;514;332160
2025-08-02;Ozon;ДетиПоносят;Каталог;4011;126;5;4158
2025-11-08;Lamoda;ДетиПоносят;Авто-реклама;79205;2416;106;161872
2025-08-07;Ozon;ДетиНосят;Брендовая реклама;8488;604;61;22952
2025-03-06;Яндекс Маркет;ДетиНосят;Продвижение карточки;18028;1372;134;13720
2025-07-19;Яндекс Маркет;ДетиПоносят;Продвижение карточки;6923;265;28;10070
2025-05-06;Wildberries;ДетиНеВыносят;Брендовая реклама;154907;6332;619;411580
2025-06-22;Ozon;ДетиНосят;Продвижение карточки;23783;508;65;10668
2025-01-05;Яндекс Маркет;ДетиНеВыносят;Каталог;89590;6028;543;78364
2025-07-23;Яндекс Маркет;ДетиНеВыносят;Поиск;164113;9481;414;720556
2025-10-13;Ozon;ДетиНосят;Поиск;144940;2868;185;134796
2025-08-13;Wildberries;ДетиНеВыносят;Продвижение карточки;80654;3080;255;123200
2025-07-02;Ozon;ДетиНосят;Каталог;135729;4724;451;240924
2025-12-26;Ozon;ДетиНосят;Каталог;151441;3103;348;83781
2025-02-20;Lamoda;ДетиПоносят;Продвижение карточки;108673;7930;1102;142740
2025-09-14;Яндекс Маркет;ДетиНосят;Поиск;71166;3124;223;37488
2025-09-04;Lamoda;ДетиНеВыносят;Каталог;125404;6990;769;426390
2025-06-02;Яндекс Маркет;ДетиНеВыносят;Брендовая реклама;116603;4405;171;273110
2025-11-23;Lamoda;ДетиНосят;Авто-реклама;95895;7536;922;467232
2025-09-22;Яндекс Маркет;ДетиПоносят;Авто-реклама;42231;1113;69;44520
2025-08-28;Ozon;ДетиПоносят;Брендовая реклама;174579;10993;1031;318797
2025-11-21;Lamoda;ДетиПоносят;Брендовая реклама;135185;2456;335;149816
2025-01-23;Wildberries;ДетиНосят;Продвижение карточки;51715;962;35;16354
2025-04-17;Ozon;ДетиНеВыносят;Авто-реклама;191653;6099;576;451326
2025-01-06;Lamoda;ДетиНосят;Поиск;118021;7826;793;148694
2025-09-17;Wildberries;ДетиНеВыносят;Каталог;44720;1127;100;21413
2025-09-08;Lamoda;ДетиНосят;Авто-реклама;176393;6594;305;448392
2025-09-07;Wildberries;ДетиНосят;Продвижение карточки;198428;14112;734;338688
2025-08-30;Ozon;ДетиНеВыносят;Каталог;129505;2932;185;205240
2025-12-23;Wildberries;ДетиНосят;Авто-реклама;29965;694;97;25678
2025-05-06;Яндекс Маркет;ДетиНосят;Брендовая реклама;81672;2826;265;110214
2025-12-02;Ozon;ДетиПоносят;Продвижение карточки;29715;556;66;36696
2025-01-09;Яндекс Маркет;ДетиНосят;Брендовая реклама;115601;3734;116;272582
2025-11-28;Wildberries;ДетиНеВыносят;Авто-реклама;197357;11581;1488;312687
2025-01-07;Wildberries;ДетиНеВыносят;Поиск;78395;2618;285;91630
2025-08-06;Ozon;ДетиНеВыносят;Авто-реклама;51310;2805;393;47685
2025-03-07;Яндекс Маркет;ДетиНеВыносят;Брендовая реклама;110816;4598;138;197714
2025-12-17;Яндекс Маркет;ДетиНеВыносят;Каталог;33819;1744;230;111616
2025-10-17;Lamoda;ДетиНосят;Продвижение карточки;29465;388;33;15908
2025-10-14;Lamoda;ДетиНосят;Авто-реклама;161705;10623;900;361182
2025-03-03;Lamoda;ДетиНосят;Поиск;88599;5420;445;70460
2025-07-24;Wildberries;ДетиНеВыносят;Каталог;122020;5367;704;429360
2025-07-05;Яндекс Маркет;ДетиНеВыносят;Продвижение карточки;92687;6031;345;84434
2025-09-08;Lamoda;ДетиПоносят;Каталог;127174;3350;305;100500
2025-12-23;Wildberries;ДетиПоносят;Продвижение карточки;189873;10883;885;446203
2025-07-14;Lamoda;ДетиПоносят;Каталог;128954;1436;53;53132
2025-09-28;Lamoda;ДетиНосят;Продвижение карточки;67391;3991;232;111748
2025-05-03;Lamoda;ДетиНеВыносят;Авто-реклама;40447;2123;207;23353
2025-09-29;Wildberries;ДетиПоносят;Продвижение карточки;59874;1370;91;49320
2025-02-27;Lamoda;ДетиНеВыносят;Продвижение карточки;49542;1421;108;103733
2025-12-16;Lamoda;ДетиНеВыносят;Брендовая реклама;133190;7787;322;576238
2025-03-31;Яндекс Маркет;ДетиПоносят;Продвижение карточки;49692;2055;132;100695
2025-05-13;Wildberries;ДетиНосят;Авто-реклама;162646;5108;397;408640
2025-08-11;Яндекс Маркет;ДетиНосят;Брендовая реклама;106518;7087;536;141740
2025-12-28;Lamoda;ДетиНосят;Продвижение карточки;125869;1863;165;74520
2025-08-30;Lamoda;ДетиПоносят;Каталог;199402;13105;1807;655250
2025-05-02;Ozon;ДетиНеВыносят;Поиск;182723;12129;931;121290
2025-04-23;Ozon;ДетиНосят;Брендовая реклама;29262;1527;71;16797
2025-10-23;Яндекс Маркет;ДетиПоносят;Продвижение карточки;148266;11497;1709;367904
2025-04-05;Lamoda;ДетиНосят;Авто-реклама;48799;3500;453;262500
2025-11-25;Lamoda;ДетиНеВыносят;Авто-реклама;176261;9912;1018;505512
2025-03-05;Ozon;ДетиПоносят;Поиск;111885;5160;472;103200
2025-02-09;Ozon;ДетиНосят;Брендовая реклама;25488;588;41;17052
2025-06-08;Яндекс Маркет;ДетиПоносят;Поиск;85227;4467;528;263553
2025-07-29;Ozon;ДетиНеВыносят;Авто-реклама;33629;538;50;14526
2025-09-20;Ozon;ДетиНосят;Брендовая реклама;193265;9025;968;586625
2025-09-11;Lamoda;ДетиПоносят;Поиск;120753;9164;305;192444
2025-12-07;Яндекс Маркет;ДетиНосят;Продвижение карточки;46303;1889;69;143564
2025-03-28;Яндекс Маркет;ДетиПоносят;Продвижение карточки;151931;6965;577;320390
2025-06-21;Lamoda;ДетиПоносят;Брендовая реклама;121308;5356;692;69628
2025-08-23;Wildberries;ДетиНеВыносят;Продвижение карточки;18854;245;20;5880
2025-12-19;Яндекс Маркет;ДетиНосят;Продвижение карточки;120930;9622;386;144330
2025-12-26;Яндекс Маркет;ДетиНосят;Брендовая реклама;73510;5478;690;339636
2025-04-14;Ozon;ДетиНеВыносят;Каталог;196047;3769;172;267599
2025-10-31;Wildberries;ДетиНеВыносят;Авто-реклама;112217;4889;153;264006
2025-11-16;Ozon;ДетиПоносят;Брендовая реклама;73335;2227;329;151436
2025-05-17;Lamoda;ДетиПоносят;Продвижение карточки;165749;11566;541;289150
2025-12-19;Ozon;ДетиНосят;Каталог;42595;1786;252;76798
2025-07-24;Wildberries;ДетиНеВыносят;Брендовая реклама;132645;5380;291;408880
2025-04-09;Wildberries;ДетиПоносят;Авто-реклама;116381;7120;829;519760
2025-06-15;Яндекс Маркет;ДетиНосят;Каталог;141824;4360;428;270320
2025-08-27;Ozon;ДетиПоносят;Продвижение карточки;24062;599;32;23361
2025-02-06;Wildberries;ДетиНосят;Поиск;11842;721;27;35329
2025-03-24;Яндекс Маркет;ДетиПоносят;Брендовая реклама;53416;3008;385;201536
2025-09-07;Ozon;ДетиПоносят;Каталог;37898;594;48;42174
2025-07-31;Ozon;ДетиНосят;Продвижение карточки;92318;3246;123;155808
2025-02-08;Lamoda;ДетиНосят;Продвижение карточки;199288;6159;519;197088
2025-07-29;Яндекс Маркет;ДетиНосят;Авто-реклама;130333;9272;347;157624
2025-03-03;Wildberries;ДетиНеВыносят;Каталог;101216;3539;399;74319
2025-05-01;Яндекс Маркет;ДетиПоносят;Каталог;29136;1750;86;112000
2025-09-02;Ozon;ДетиНеВыносят;Продвижение карточки;110389;2614;385;47052
2025-10-01;Яндекс Маркет;ДетиНосят;Поиск;119134;2718;241;154926
2025-12-08;Ozon;ДетиНеВыносят;Поиск;27745;1216;154;60800
2025-07-01;Ozon;ДетиПоносят;Авто-реклама;155636;6414;302;320700
2025-11-23;Wildberries;ДетиНосят;Каталог;70043;4808;642;370216
2025-02-16;Ozon;ДетиПоносят;Каталог;113047;3972;483;146964
2025-10-04;Яндекс Маркет;ДетиНосят;Поиск;164495;7880;755;464920
2025-01-24;Яндекс Маркет;ДетиПоносят;Поиск;130153;1821;69;27315
2025-07-25;Lamoda;ДетиПоносят;Поиск;136203;3692;512;254748
2025-02-04;Яндекс Маркет;ДетиНеВыносят;Каталог;69594;1326;151;57018
2025-01-02;Wildberries;ДетиНеВыносят;Каталог;94657;7522;702;436276
2025-10-31;Яндекс Маркет;ДетиНосят;Поиск;112208;7718;575;355028
2025-09-18;Яндекс Маркет;ДетиПоносят;Каталог;21131;1473;171;23568
2025-02-22;Яндекс Маркет;ДетиНосят;Поиск;6161;225;9;15975
2025-02-26;Lamoda;ДетиПоносят;Брендовая реклама;141688;2406;350;122706
2025-02-05;Wildberries;ДетиНеВыносят;Каталог;117747;3904;369;210816
2025-08-17;Яндекс Маркет;ДетиНосят;Продвижение карточки;7623;367;30;27525
2025-01-08;Lamoda;ДетиПоносят;Продвижение карточки;78195;2572;109;164608
2025-09-14;Ozon;ДетиНеВыносят;Продвижение карточки;127445;5907;183;88605
2025-12-15;Яндекс Маркет;ДетиНосят;Поиск;166807;4758;634;147498
2025-09-24;Wildberries;ДетиНосят;Авто-реклама;78360;2010;161;120600
2025-05-02;Lamoda;ДетиПоносят;Поиск;77330;2595;358;176460
2025-09-17;Wildberries;ДетиНосят;Поиск;131136;8213;918;402437
2025-05-22;Яндекс Маркет;ДетиНосят;Продвижение карточки;9498;371;13;18179
2025-01-08;Lamoda;ДетиНеВыносят;Продвижение карточки;86946;4656;401;55872
2025-10-18;Яндекс Маркет;ДетиНеВыносят;Каталог;137056;4708;659;193028
2025-09-19;Wildberries;ДетиНосят;Брендовая реклама;84923;3322;178;59796
2025-10-15;Яндекс Маркет;ДетиПоносят;Авто-реклама;161492;11969;1316;430884
2025-02-07;Lamoda;ДетиНеВыносят;Поиск;2192;164;13;10824
2025-01-28;Яндекс Маркет;ДетиПоносят;Авто-реклама;164326;5999;531;89985
2025-05-31;Яндекс Маркет;ДетиНеВыносят;Брендовая реклама;171304;3419;387;225654
2025-05-28;Ozon;ДетиНеВыносят;Авто-реклама;123449;6354;223;476550
2025-04-17;Wildberries;ДетиНосят;Каталог;87645;4545;571;140895
2025-08-14;Lamoda;ДетиПоносят;Продвижение карточки;184235;9651;842;665919
2025-08-01;Wildberries;ДетиПоносят;Каталог;81829;1588;166;112748
2025-04-18;Lamoda;ДетиНеВыносят;Поиск;90111;4675;613;355300
2025-04-07;Ozon;ДетиНосят;Поиск;164501;4743;503;75888
2025-10-19;Lamoda;ДетиНеВыносят;Каталог;123343;6709;881;301905
2025-05-25;Lamoda;ДетиПоносят;Авто-реклама;193339;14429;1659;808024
2025-12-17;Ozon;ДетиНеВыносят;Поиск;66934;5256;163;336384
2025-07-10;Lamoda;ДетиНосят;Авто-реклама;60894;4406;565;74902
2025-06-16;Lamoda;ДетиНеВыносят;Брендовая реклама;43329;2607;255;208560
2025-08-10;Яндекс Маркет;ДетиНеВыносят;Поиск;124635;4274;318;209426
2025-03-07;Wildberries;ДетиНосят;Продвижение карточки;42007;1337;62;76209
2025-11-06;Ozon;ДетиНосят;Продвижение карточки;132016;9472;661;606208
2025-05-19;Lamoda;ДетиНеВыносят;Поиск;35387;1201;155;84070
2025-03-05;Lamoda;ДетиНосят;Брендовая реклама;161164;9518;759;323612
2025-07-09;Wildberries;ДетиНосят;Поиск;118466;3465;483;277200
2025-05-03;Wildberries;ДетиПоносят;Авто-реклама;156811;4406;197;145398
2025-02-25;Lamoda;ДетиПоносят;Поиск;109827;7442;553;357216
2025-12-18;Яндекс Маркет;ДетиПоносят;Каталог;63912;1321;93;21136
2025-02-03;Wildberries;ДетиНосят;Брендовая реклама;188378;13074;1361;771366
2025-05-24;Яндекс Маркет;ДетиНосят;Авто-реклама;76680;896;89;38528
2025-08-18;Wildberries;ДетиНеВыносят;Брендовая реклама;184356;2322;225;55728
2025-02-08;Lamoda;ДетиНосят;Продвижение карточки;179849;6465;821;213345
2025-11-23;Ozon;ДетиНосят;Поиск;40791;652;48;23472
2025-05-22;Lamoda;ДетиНеВыносят;Каталог;109091;7293;872;576147
2025-05-31;Яндекс Маркет;ДетиНеВыносят;Авто-реклама;171491;6454;714;393694
2025-12-13;Wildberries;ДетиНосят;Брендовая реклама;54114;2417;179;193360
2025-01-02;Wildberries;ДетиНеВыносят;Поиск;144068;6189;495;154725
