sku_id;article;sku_name;category;brand;supplier;collection;gender;season;color;size;cost_price;retail_price;commission_percent;logistics_cost;storage_cost;weight_g
1913;ДЕТ-001913;Худи оверсайз черный;Худи;ДетиПоносят;Fashion Group;Casual;Унисекс;Осень;Черный;86;517;1790.0;18;153;8;797
1914;ДЕТ-001914;Пижама с принтом зеленый;Пижамы;ДетиНеВыносят;Fashion Group;New;Девочки;Зима;Зеленый;122;557;1900.0;12;55;29;762
1915;ДЕТ-001915;Пижама хлопковая розовый;Пижамы;ДетиНосят;Kids Factory;New;Мальчики;Зима;Розовый;116;2684;6460.0;12;188;6;960
1916;ДЕТ-001916;Комбинезон демисезонный синий;Комбинезоны;ДетиПоносят;ООО Текстиль Плюс;Casual;Мальчики;Зима;Синий;140;3585;10400.0;15;96;38;547
1917;ДЕТ-001917;Пижама хлопковая белый;Пижамы;ДетиНосят;Happy Textile;Casual;Девочки;Лето;Белый;110;3645;10590.0;18;217;35;439
1918;ДЕТ-001918;Комбинезон демисезонный серый;Комбинезоны;ДетиНосят;Kids Factory;Premium;Унисекс;Зима;Серый;80;2367;5520.0;20;243;18;573
1919;ДЕТ-001919;Худи оверсайз белый;Худи;ДетиПоносят;Happy Textile;New;Девочки;Лето;Белый;122;1430;4150.0;10;61;38;854
1920;ДЕТ-001920;Футболка хлопковая черный;Футболки;ДетиПоносят;Fashion Group;Basic;Унисекс;Лето;Черный;128;622;1810.0;12;61;5;587
1921;ДЕТ-001921;Комбинезон утепленный белый;Комбинезоны;ДетиПоносят;Fashion Group;Sport;Мальчики;Лето;Белый;122;1648;4720.0;15;211;14;679
1922;ДЕТ-001922;Куртка зимняя красный;Куртки;ДетиНосят;ООО Текстиль Плюс;Premium;Мальчики;Лето;Красный;80;2355;7500.0;12;127;31;1066
1923;ДЕТ-001923;Пижама хлопковая черный;Пижамы;ДетиПоносят;Happy Textile;New;Девочки;Лето;Черный;80;1215;2900.0;10;82;5;196
1924;ДЕТ-001924;Брюки спортивные белый;Штаны;ДетиПоносят;Fashion Group;Casual;Унисекс;Лето;Белый;116;2673;7150.0;15;172;25;428
1925;ДЕТ-001925;Пижама с принтом розовый;Пижамы;ДетиНеВыносят;Kids Factory;Basic;Унисекс;Весна;Розовый;80;1648;3960.0;12;231;22;817
1926;ДЕТ-001926;Штаны утепленные красный;Штаны;ДетиПоносят;Happy Textile;Sport;Девочки;Осень;Красный;86;3722;8610.0;12;102;39;570
1927;ДЕТ-001927;Футболка хлопковая серый;Футболки;ДетиНосят;Happy Textile;Premium;Мальчики;Зима;Серый;122;926;2560.0;12;133;11;574
1928;ДЕТ-001928;Штаны утепленные красный;Штаны;ДетиНосят;ООО Детский Мир;Premium;Девочки;Осень;Красный;86;2411;7520.0;20;236;13;349
1929;ДЕТ-001929;Комбинезон утепленный красный;Комбинезоны;ДетиНеВыносят;Fashion Group;Basic;Девочки;Лето;Красный;110;3061;7080.0;15;68;13;950
1930;ДЕТ-001930;Худи утепленное синий;Худи;ДетиНосят;ООО Текстиль Плюс;New;Мальчики;Зима;Синий;80;1086;3010.0;20;224;15;298
1931;ДЕТ-001931;Футболка хлопковая синий;Футболки;ДетиПоносят;ООО Текстиль Плюс;Basic;Девочки;Лето;Синий;128;340;1080.0;15;200;16;985
1932;ДЕТ-001932;Куртка зимняя белый;Куртки;ДетиНосят;ООО Детский Мир;Basic;Девочки;Весна;Белый;86;3298;8940.0;20;128;36;427
1933;ДЕТ-001933;Куртка зимняя серый;Куртки;ДетиНеВыносят;Kids Factory;Casual;Девочки;Лето;Серый;110;335;1040.0;12;73;22;546
1934;ДЕТ-001934;Джоггеры синий;Штаны;ДетиПоносят;ООО Детский Мир;Casual;Мальчики;Осень;Синий;92;1307;3130.0;10;92;16;787
1935;ДЕТ-001935;Комбинезон демисезонный красный;Комбинезоны;ДетиПоносят;ООО Текстиль Плюс;Casual;Унисекс;Зима;Красный;110;2193;5940.0;10;96;13;388
1936;ДЕТ-001936;Футболка оверсайз розовый;Футболки;ДетиПоносят;ООО Текстиль Плюс;Casual;Мальчики;Осень;Розовый;92;3534;9080.0;10;74;10;319
1937;ДЕТ-001937;Брюки спортивные серый;Штаны;ДетиНосят;ООО Текстиль Плюс;Casual;Мальчики;Осень;Серый;128;378;1170.0;18;161;28;640
1938;ДЕТ-001938;Штаны утепленные синий;Штаны;ДетиПоносят;ООО Детский Мир;Sport;Мальчики;Лето;Синий;116;2770;8030.0;10;247;15;184
1939;ДЕТ-001939;Куртка мембранная зеленый;Куртки;ДетиНосят;Fashion Group;Premium;Мальчики;Лето;Зеленый;116;2185;5630.0;20;53;29;429
1940;ДЕТ-001940;Куртка демисезонная розовый;Куртки;ДетиПоносят;ООО Детский Мир;Basic;Мальчики;Лето;Розовый;80;908;3110.0;12;157;13;203
1941;ДЕТ-001941;Куртка демисезонная красный;Куртки;ДетиНеВыносят;Fashion Group;Sport;Мальчики;Зима;Красный;128;3836;8440.0;15;123;16;605
1942;ДЕТ-001942;Куртка зимняя серый;Куртки;ДетиНеВыносят;Happy Textile;New;Девочки;Зима;Серый;122;1623;3970.0;15;139;9;241
1943;ДЕТ-001943;Пижама хлопковая серый;Пижамы;ДетиПоносят;Fashion Group;Basic;Мальчики;Лето;Серый;86;1873;6320.0;12;62;38;268
1944;ДЕТ-001944;Пижама хлопковая серый;Пижамы;ДетиНосят;Fashion Group;Casual;Мальчики;Весна;Серый;98;1348;3230.0;20;184;15;510
1945;ДЕТ-001945;Футболка базовая синий;Футболки;ДетиНосят;Happy Textile;Premium;Девочки;Весна;Синий;98;1720;4530.0;20;156;27;599
1946;ДЕТ-001946;Брюки спортивные белый;Штаны;ДетиНосят;Happy Textile;Basic;Девочки;Зима;Белый;98;888;2510.0;15;169;10;227
1947;ДЕТ-001947;Джоггеры черный;Штаны;ДетиНосят;ООО Текстиль Плюс;Sport;Девочки;Лето;Черный;86;504;1550.0;18;249;32;702
1948;ДЕТ-001948;Футболка базовая бежевый;Футболки;ДетиПоносят;Fashion Group;Sport;Мальчики;Весна;Бежевый;110;2243;7760.0;20;141;11;254
1949;ДЕТ-001949;Куртка зимняя серый;Куртки;ДетиНосят;Happy Textile;Basic;Унисекс;Осень;Серый;92;1913;4500.0;12;174;28;672
1950;ДЕТ-001950;Штаны утепленные черный;Штаны;ДетиПоносят;ООО Детский Мир;Premium;Девочки;Осень;Черный;116;840;2390.0;10;220;20;566
1951;ДЕТ-001951;Куртка мембранная красный;Куртки;ДетиНосят;ООО Текстиль Плюс;New;Девочки;Зима;Красный;116;311;930.0;18;136;6;1122
1952;ДЕТ-001952;Пижама хлопковая серый;Пижамы;ДетиНеВыносят;Happy Textile;New;Мальчики;Лето;Серый;86;1851;6150.0;10;121;12;259
1953;ДЕТ-001953;Комбинезон хлопковый бежевый;Комбинезоны;ДетиНосят;Kids Factory;Sport;Девочки;Зима;Бежевый;98;3546;8620.0;18;125;21;1001
1954;ДЕТ-001954;Худи утепленное розовый;Худи;ДетиПоносят;Kids Factory;Sport;Унисекс;Весна;Розовый;116;2122;6440.0;15;114;36;776
1955;ДЕТ-001955;Комбинезон хлопковый бежевый;Комбинезоны;ДетиПоносят;Kids Factory;Sport;Унисекс;Осень;Бежевый;92;1121;2710.0;15;123;17;696
1956;ДЕТ-001956;Штаны утепленные синий;Штаны;ДетиНеВыносят;Happy Textile;New;Мальчики;Осень;Синий;140;716;1770.0;15;84;18;297
1957;ДЕТ-001957;Куртка демисезонная белый;Куртки;ДетиПоносят;ООО Текстиль Плюс;New;Мальчики;Весна;Белый;116;1088;3560.0;20;79;12;1183
1958;ДЕТ-001958;Футболка оверсайз розовый;Футболки;ДетиНеВыносят;Kids Factory;Sport;Унисекс;Весна;Розовый;140;1317;3220.0;18;82;27;311
1959;ДЕТ-001959;Брюки спортивные синий;Штаны;ДетиПоносят;ООО Текстиль Плюс;Sport;Унисекс;Зима;Синий;134;2355;6820.0;10;111;40;552
1960;ДЕТ-001960;Куртка демисезонная белый;Куртки;ДетиНосят;Fashion Group;Sport;Мальчики;Весна;Белый;122;3378;9790.0;18;144;24;1075
1961;ДЕТ-001961;Футболка хлопковая черный;Футболки;ДетиПоносят;ООО Детский Мир;Premium;Девочки;Весна;Черный;128;871;2620.0;15;194;31;272
1962;ДЕТ-001962;Комбинезон хлопковый белый;Комбинезоны;ДетиНеВыносят;Fashion Group;New;Девочки;Весна;Белый;80;1203;3120.0;12;234;5;1005
1963;ДЕТ-001963;Футболка хлопковая черный;Футболки;ДетиНосят;Kids Factory;Sport;Мальчики;Лето;Черный;128;2974;6580.0;18;157;36;302
1964;ДЕТ-001964;Комбинезон утепленный серый;Комбинезоны;ДетиПоносят;Happy Textile;New;Девочки;Лето;Серый;92;3037;8230.0;15;129;33;1130
1965;ДЕТ-001965;Худи оверсайз красный;Худи;ДетиНеВыносят;Kids Factory;Sport;Мальчики;Осень;Красный;122;3734;9390.0;10;121;17;816
1966;ДЕТ-001966;Куртка демисезонная зеленый;Куртки;ДетиНеВыносят;ООО Детский Мир;Sport;Мальчики;Осень;Зеленый;122;3024;8060.0;15;70;25;652
1967;ДЕТ-001967;Футболка оверсайз черный;Футболки;ДетиНеВыносят;Happy Textile;Sport;Унисекс;Весна;Черный;80;517;1760.0;20;91;19;718
1968;ДЕТ-001968;Худи оверсайз зеленый;Худи;ДетиНеВыносят;Happy Textile;Casual;Девочки;Весна;Зеленый;92;1844;5540.0;20;114;24;775
1969;ДЕТ-001969;Куртка мембранная бежевый;Куртки;ДетиНеВыносят;ООО Текстиль Плюс;Basic;Мальчики;Лето;Бежевый;98;3265;7990.0;20;152;40;602
1970;ДЕТ-001970;Футболка базовая серый;Футболки;ДетиНеВыносят;Happy Textile;Premium;Мальчики;Лето;Серый;116;3741;11050.0;18;90;32;598
1971;ДЕТ-001971;Комбинезон хлопковый белый;Комбинезоны;ДетиПоносят;Happy Textile;Casual;Девочки;Осень;Белый;98;902;2810.0;20;236;31;479
1972;ДЕТ-001972;Пижама с принтом синий;Пижамы;ДетиПоносят;Kids Factory;Casual;Девочки;Осень;Синий;110;2525;5740.0;12;71;31;779
1973;ДЕТ-001973;Худи на молнии белый;Худи;ДетиНосят;ООО Текстиль Плюс;Sport;Мальчики;Весна;Белый;98;455;1090.0;18;167;39;701
1974;ДЕТ-001974;Брюки спортивные синий;Штаны;ДетиНеВыносят;Fashion Group;Casual;Мальчики;Зима;Синий;110;1523;4350.0;20;184;21;291
1975;ДЕТ-001975;Пижама с принтом белый;Пижамы;ДетиНеВыносят;ООО Текстиль Плюс;Sport;Унисекс;Зима;Белый;134;612;1860.0;20;232;7;464
1976;ДЕТ-001976;Куртка демисезонная белый;Куртки;ДетиПоносят;Kids Factory;Premium;Мальчики;Весна;Белый;86;2250;5680.0;15;78;13;561
1977;ДЕТ-001977;Пижама хлопковая серый;Пижамы;ДетиНеВыносят;Kids Factory;Casual;Мальчики;Зима;Серый;110;3420;10360.0;20;237;7;180
1978;ДЕТ-001978;Куртка зимняя розовый;Куртки;ДетиНосят;Kids Factory;New;Мальчики;Осень;Розовый;92;1799;4850.0;15;200;13;679
1979;ДЕТ-001979;Пижама с принтом бежевый;Пижамы;ДетиНосят;Fashion Group;Basic;Девочки;Зима;Бежевый;122;2874;9790.0;15;195;33;827
1980;ДЕТ-001980;Футболка оверсайз красный;Футболки;ДетиПоносят;Happy Textile;New;Девочки;Лето;Красный;86;3504;8690.0;15;221;16;1183
1981;ДЕТ-001981;Комбинезон хлопковый зеленый;Комбинезоны;ДетиПоносят;Kids Factory;Sport;Унисекс;Осень;Зеленый;128;641;2100.0;10;69;12;1007
1982;ДЕТ-001982;Футболка оверсайз розовый;Футболки;ДетиПоносят;ООО Детский Мир;Casual;Мальчики;Весна;Розовый;98;2682;8410.0;18;121;25;955
1983;ДЕТ-001983;Пижама хлопковая белый;Пижамы;ДетиПоносят;Kids Factory;Casual;Мальчики;Зима;Белый;86;3880;9710.0;12;218;32;1013
1984;ДЕТ-001984;Куртка демисезонная черный;Куртки;ДетиПоносят;ООО Детский Мир;Sport;Девочки;Лето;Черный;140;2395;8300.0;12;180;40;1013
1985;ДЕТ-001985;Пижама с принтом красный;Пижамы;ДетиНосят;Fashion Group;Sport;Мальчики;Осень;Красный;110;2888;8480.0;20;224;8;824
1986;ДЕТ-001986;Куртка демисезонная розовый;Куртки;ДетиНеВыносят;Happy Textile;Sport;Девочки;Весна;Розовый;140;3183;9930.0;15;116;23;693
1987;ДЕТ-001987;Худи утепленное синий;Худи;ДетиПоносят;Happy Textile;Premium;Мальчики;Зима;Синий;128;2211;7330.0;15;158;39;356
1988;ДЕТ-001988;Комбинезон демисезонный розовый;Комбинезоны;ДетиНеВыносят;Kids Factory;Casual;Мальчики;Весна;Розовый;110;2136;5180.0;18;207;25;1071
1989;ДЕТ-001989;Худи утепленное черный;Худи;ДетиНосят;Fashion Group;New;Девочки;Осень;Черный;80;1528;3910.0;18;102;14;513
1990;ДЕТ-001990;Пижама с принтом розовый;Пижамы;ДетиНеВыносят;Happy Textile;Sport;Унисекс;Зима;Розовый;122;739;2020.0;12;67;37;729
1991;ДЕТ-001991;Брюки спортивные бежевый;Штаны;ДетиНосят;ООО Текстиль Плюс;Basic;Девочки;Осень;Бежевый;86;2109;7360.0;20;151;6;553
1992;ДЕТ-001992;Футболка базовая черный;Футболки;ДетиНеВыносят;ООО Текстиль Плюс;Casual;Мальчики;Осень;Черный;140;1332;3660.0;18;94;5;683
1993;ДЕТ-001993;Джоггеры зеленый;Штаны;ДетиНеВыносят;ООО Текстиль Плюс;Sport;Унисекс;Весна;Зеленый;98;3504;8220.0;15;128;19;515
1994;ДЕТ-001994;Пижама хлопковая красный;Пижамы;ДетиНеВыносят;Kids Factory;Sport;Мальчики;Осень;Красный;98;1707;4020.0;10;242;14;411
1995;ДЕТ-001995;Куртка зимняя зеленый;Куртки;ДетиНеВыносят;Happy Textile;Basic;Девочки;Весна;Зеленый;128;2049;4710.0;10;116;24;503
1996;ДЕТ-001996;Пижама хлопковая серый;Пижамы;ДетиНеВыносят;ООО Детский Мир;Casual;Унисекс;Зима;Серый;122;1530;5130.0;18;132;39;1131
1997;ДЕТ-001997;Брюки спортивные бежевый;Штаны;ДетиПоносят;ООО Текстиль Плюс;Casual;Мальчики;Весна;Бежевый;128;1989;4880.0;12;117;35;185
1998;ДЕТ-001998;Брюки спортивные белый;Штаны;ДетиПоносят;ООО Текстиль Плюс;New;Девочки;Лето;Белый;92;2891;7430.0;20;244;14;1048
1999;ДЕТ-001999;Штаны утепленные зеленый;Штаны;ДетиПоносят;Kids Factory;Premium;Мальчики;Весна;Зеленый;104;2361;5290.0;18;79;15;668
2000;ДЕТ-002000;Куртка зимняя синий;Куртки;ДетиНосят;Kids Factory;Casual;Унисекс;Лето;Синий;116;3041;8490.0;12;231;21;561
2001;ДЕТ-002001;Комбинезон хлопковый серый;Комбинезоны;ДетиНеВыносят;Happy Textile;New;Мальчики;Осень;Серый;140;2985;9660.0;10;221;39;1128
2002;ДЕТ-002002;Футболка хлопковая белый;Футболки;ДетиНосят;Kids Factory;Sport;Унисекс;Зима;Белый;140;1023;2940.0;18;170;6;553
2003;ДЕТ-002003;Куртка зимняя бежевый;Куртки;ДетиПоносят;Fashion Group;Casual;Девочки;Весна;Бежевый;86;2853;7880.0;18;250;27;437
2004;ДЕТ-002004;Брюки спортивные серый;Штаны;ДетиНеВыносят;Happy Textile;Sport;Девочки;Лето;Серый;98;3791;12230.0;10;59;19;986
2005;ДЕТ-002005;Пижама хлопковая серый;Пижамы;ДетиНосят;Fashion Group;New;Девочки;Зима;Серый;104;2531;6570.0;20;245;31;817
2006;ДЕТ-002006;Комбинезон демисезонный синий;Комбинезоны;ДетиНеВыносят;Happy Textile;Premium;Унисекс;Весна;Синий;116;2607;7350.0;15;231;28;780
2007;ДЕТ-002007;Пижама хлопковая розовый;Пижамы;ДетиНосят;Fashion Group;Premium;Унисекс;Лето;Розовый;86;3371;11100.0;12;199;12;421
2008;ДЕТ-002008;Футболка базовая бежевый;Футболки;ДетиПоносят;Kids Factory;Premium;Девочки;Весна;Бежевый;140;3687;12260.0;10;61;20;1003
2009;ДЕТ-002009;Худи утепленное розовый;Худи;ДетиПоносят;Happy Textile;Casual;Девочки;Лето;Розовый;80;1376;4780.0;10;142;31;480
2010;ДЕТ-002010;Куртка демисезонная черный;Куртки;ДетиНосят;Kids Factory;Sport;Мальчики;Осень;Черный;128;2747;6600.0;12;176;26;688
2011;ДЕТ-002011;Комбинезон демисезонный розовый;Комбинезоны;ДетиНеВыносят;Kids Factory;Casual;Девочки;Весна;Розовый;140;621;1990.0;12;155;18;539
2012;ДЕТ-002012;Футболка оверсайз розовый;Футболки;ДетиПоносят;Fashion Group;Casual;Девочки;Осень;Розовый;140;2721;8200.0;18;146;32;815
2013;ДЕТ-002013;Худи на молнии розовый;Худи;ДетиПоносят;Happy Textile;Sport;Девочки;Лето;Розовый;116;3341;9500.0;20;164;14;219
2014;ДЕТ-002014;Пижама с принтом бежевый;Пижамы;ДетиПоносят;Fashion Group;Casual;Мальчики;Весна;Бежевый;140;1195;4070.0;12;170;19;385
2015;ДЕТ-002015;Футболка хлопковая серый;Футболки;ДетиНеВыносят;Kids Factory;Casual;Девочки;Весна;Серый;122;616;1870.0;20;173;39;722
2016;ДЕТ-002016;Куртка зимняя розовый;Куртки;ДетиНеВыносят;ООО Текстиль Плюс;Sport;Мальчики;Весна;Розовый;140;1792;5450.0;12;223;32;665
2017;ДЕТ-002017;Комбинезон демисезонный красный;Комбинезоны;ДетиНосят;Happy Textile;Casual;Мальчики;Весна;Красный;104;2746;8840.0;18;53;39;872
2018;ДЕТ-002018;Футболка базовая розовый;Футболки;ДетиНеВыносят;Happy Textile;Casual;Мальчики;Зима;Розовый;80;3827;10690.0;12;238;10;866
2019;ДЕТ-002019;Худи на молнии красный;Худи;ДетиПоносят;Fashion Group;Sport;Мальчики;Осень;Красный;92;2994;6930.0;12;220;24;424
2020;ДЕТ-002020;Куртка зимняя зеленый;Куртки;ДетиНосят;ООО Детский Мир;Premium;Девочки;Осень;Зеленый;116;1493;4170.0;15;226;14;430
2021;ДЕТ-002021;Джоггеры зеленый;Штаны;ДетиНосят;Happy Textile;Sport;Девочки;Осень;Зеленый;128;2409;7900.0;10;237;31;646
2022;ДЕТ-002022;Куртка зимняя черный;Куртки;ДетиПоносят;ООО Текстиль Плюс;Premium;Унисекс;Лето;Черный;86;1813;4200.0;10;97;28;880
2023;ДЕТ-002023;Комбинезон утепленный серый;Комбинезоны;ДетиНосят;Kids Factory;Casual;Мальчики;Лето;Серый;86;1134;3190.0;12;84;40;702
2024;ДЕТ-002024;Футболка базовая красный;Футболки;ДетиНосят;ООО Детский Мир;Premium;Мальчики;Лето;Красный;98;1686;3750.0;20;92;22;902
2025;ДЕТ-002025;Футболка оверсайз красный;Футболки;ДетиНосят;ООО Текстиль Плюс;Sport;Мальчики;Лето;Красный;128;866;2290.0;18;106;29;1092
2026;ДЕТ-002026;Брюки спортивные синий;Штаны;ДетиНеВыносят;ООО Детский Мир;Basic;Унисекс;Зима;Синий;80;2455;8360.0;12;197;34;150
2027;ДЕТ-002027;Штаны утепленные бежевый;Штаны;ДетиПоносят;Fashion Group;Basic;Мальчики;Весна;Бежевый;110;3211;7170.0;12;159;14;906
2028;ДЕТ-002028;Комбинезон хлопковый красный;Комбинезоны;ДетиНосят;ООО Текстиль Плюс;New;Девочки;Весна;Красный;110;2526;8490.0;10;174;21;992
2029;ДЕТ-002029;Комбинезон утепленный белый;Комбинезоны;ДетиНеВыносят;Kids Factory;Sport;Девочки;Зима;Белый;128;2197;6140.0;10;139;34;832
2030;ДЕТ-002030;Комбинезон демисезонный розовый;Комбинезоны;ДетиНеВыносят;ООО Детский Мир;Casual;Мальчики;Зима;Розовый;122;433;1420.0;12;190;28;1001
2031;ДЕТ-002031;Пижама с принтом красный;Пижамы;ДетиНеВыносят;ООО Детский Мир;Premium;Мальчики;Осень;Красный;86;2490;7290.0;15;127;21;1063
2032;ДЕТ-002032;Футболка базовая розовый;Футболки;ДетиПоносят;Fashion Group;New;Мальчики;Зима;Розовый;80;1124;3160.0;10;238;28;1114
2033;ДЕТ-002033;Худи на молнии черный;Худи;ДетиПоносят;ООО Детский Мир;Basic;Мальчики;Осень;Черный;140;749;2360.0;10;135;22;530
2034;ДЕТ-002034;Куртка зимняя черный;Куртки;ДетиНосят;ООО Текстиль Плюс;Premium;Мальчики;Зима;Черный;104;3771;11040.0;20;200;40;1192
2035;ДЕТ-002035;Комбинезон демисезонный серый;Комбинезоны;ДетиНеВыносят;Happy Textile;Basic;Унисекс;Лето;Серый;128;3701;10800.0;15;91;7;234
2036;ДЕТ-002036;Пижама с принтом серый;Пижамы;ДетиНеВыносят;ООО Текстиль Плюс;Basic;Девочки;Осень;Серый;86;2439;5390.0;20;220;32;488
2037;ДЕТ-002037;Худи оверсайз черный;Худи;ДетиПоносят;ООО Текстиль Плюс;Sport;Мальчики;Весна;Черный;116;3313;10800.0;18;173;14;1041
2038;ДЕТ-002038;Куртка мембранная синий;Куртки;ДетиПоносят;ООО Детский Мир;Basic;Девочки;Зима;Синий;98;2561;8560.0;18;226;27;546
2039;ДЕТ-002039;Пижама с принтом розовый;Пижамы;ДетиНосят;Kids Factory;Basic;Мальчики;Лето;Розовый;122;756;2090.0;12;94;37;236
2040;ДЕТ-002040;Футболка базовая белый;Футболки;ДетиПоносят;Fashion Group;Casual;Девочки;Зима;Белый;122;2049;6540.0;10;58;9;417
2041;ДЕТ-002041;Худи на молнии белый;Худи;ДетиПоносят;Fashion Group;Premium;Мальчики;Осень;Белый;140;747;2420.0;20;93;13;451
2042;ДЕТ-002042;Куртка демисезонная белый;Куртки;ДетиНеВыносят;ООО Текстиль Плюс;Basic;Мальчики;Весна;Белый;134;1170;3910.0;18;142;16;837
2043;ДЕТ-002043;Куртка мембранная черный;Куртки;ДетиНосят;Happy Textile;Casual;Девочки;Зима;Черный;134;2754;7010.0;10;71;9;983
2044;ДЕТ-002044;Пижама хлопковая розовый;Пижамы;ДетиПоносят;ООО Текстиль Плюс;Sport;Унисекс;Лето;Розовый;110;2746;7790.0;15;78;35;574
2045;ДЕТ-002045;Пижама с принтом красный;Пижамы;ДетиНосят;ООО Детский Мир;Casual;Мальчики;Лето;Красный;110;3812;10730.0;10;110;34;304
2046;ДЕТ-002046;Пижама с принтом серый;Пижамы;ДетиПоносят;Happy Textile;Sport;Девочки;Осень;Серый;92;824;2150.0;20;60;10;800
2047;ДЕТ-002047;Худи на молнии серый;Худи;ДетиНосят;Kids Factory;Sport;Девочки;Зима;Серый;86;352;930.0;10;215;24;203
2048;ДЕТ-002048;Брюки спортивные бежевый;Штаны;ДетиНосят;Fashion Group;Casual;Мальчики;Лето;Бежевый;92;1593;4770.0;18;86;25;655
2049;ДЕТ-002049;Футболка базовая бежевый;Футболки;ДетиПоносят;ООО Детский Мир;New;Девочки;Осень;Бежевый;86;3089;9080.0;10;209;24;452
2050;ДЕТ-002050;Пижама с принтом зеленый;Пижамы;ДетиПоносят;ООО Текстиль Плюс;Sport;Девочки;Весна;Зеленый;104;3504;8480.0;15;213;33;283
2051;ДЕТ-002051;Куртка зимняя красный;Куртки;ДетиНосят;Happy Textile;Premium;Девочки;Лето;Красный;110;1170;3360.0;20;67;35;871
2052;ДЕТ-002052;Худи утепленное белый;Худи;ДетиНосят;ООО Детский Мир;Casual;Девочки;Зима;Белый;134;1796;5230.0;15;112;21;841
2053;ДЕТ-002053;Пижама хлопковая бежевый;Пижамы;ДетиПоносят;ООО Детский Мир;Sport;Девочки;Весна;Бежевый;122;1624;4390.0;15;201;5;300
2054;ДЕТ-002054;Футболка хлопковая белый;Футболки;ДетиПоносят;ООО Детский Мир;Premium;Девочки;Осень;Белый;92;3261;10800.0;10;102;29;317
2055;ДЕТ-002055;Куртка зимняя белый;Куртки;ДетиНеВыносят;Happy Textile;Casual;Унисекс;Весна;Белый;110;709;1870.0;15;157;38;509
2056;ДЕТ-002056;Брюки спортивные черный;Штаны;ДетиПоносят;ООО Детский Мир;New;Унисекс;Лето;Черный;122;3396;10960.0;12;235;22;402
2057;ДЕТ-002057;Худи утепленное серый;Худи;ДетиПоносят;Happy Textile;Premium;Унисекс;Зима;Серый;104;2456;8130.0;12;129;22;639
2058;ДЕТ-002058;Джоггеры розовый;Штаны;ДетиНеВыносят;ООО Детский Мир;Sport;Мальчики;Весна;Розовый;116;3438;10140.0;18;151;17;165
2059;ДЕТ-002059;Куртка зимняя зеленый;Куртки;ДетиПоносят;ООО Детский Мир;New;Мальчики;Весна;Зеленый;140;1144;3680.0;18;124;30;853
2060;ДЕТ-002060;Пижама с принтом синий;Пижамы;ДетиПоносят;Kids Factory;Premium;Унисекс;Зима;Синий;104;659;1900.0;12;132;24;1065
2061;ДЕТ-002061;Куртка демисезонная розовый;Куртки;ДетиНеВыносят;ООО Детский Мир;Sport;Мальчики;Зима;Розовый;92;1812;4530.0;15;215;27;773
2062;ДЕТ-002062;Футболка хлопковая белый;Футболки;ДетиПоносят;Kids Factory;Basic;Унисекс;Осень;Белый;140;3527;10680.0;18;78;32;628
2063;ДЕТ-002063;Куртка мембранная зеленый;Куртки;ДетиПоносят;ООО Текстиль Плюс;Sport;Унисекс;Лето;Зеленый;98;3604;7940.0;15;231;20;751
2064;ДЕТ-002064;Худи утепленное синий;Худи;ДетиНосят;Fashion Group;Sport;Девочки;Осень;Синий;80;3931;12710.0;12;68;12;647
2065;ДЕТ-002065;Худи оверсайз серый;Худи;ДетиНосят;Happy Textile;Basic;Унисекс;Весна;Серый;140;3225;8260.0;10;225;6;209
2066;ДЕТ-002066;Худи оверсайз синий;Худи;ДетиНеВыносят;ООО Детский Мир;Basic;Мальчики;Зима;Синий;134;3298;8070.0;18;65;16;372
2067;ДЕТ-002067;Худи утепленное красный;Худи;ДетиНосят;Kids Factory;Basic;Унисекс;Весна;Красный;128;3057;10060.0;12;109;26;837
2068;ДЕТ-002068;Комбинезон демисезонный черный;Комбинезоны;ДетиНосят;ООО Текстиль Плюс;New;Мальчики;Осень;Черный;134;3186;10920.0;15;153;25;1000
2069;ДЕТ-002069;Куртка демисезонная зеленый;Куртки;ДетиНеВыносят;Happy Textile;Premium;Девочки;Зима;Зеленый;116;928;2460.0;10;176;26;822
2070;ДЕТ-002070;Комбинезон утепленный белый;Комбинезоны;ДетиПоносят;Kids Factory;Sport;Мальчики;Зима;Белый;86;3955;12590.0;15;85;23;1192
2071;ДЕТ-002071;Джоггеры красный;Штаны;ДетиПоносят;Happy Textile;Casual;Девочки;Весна;Красный;92;3806;13180.0;10;140;38;904
2072;ДЕТ-002072;Футболка оверсайз серый;Футболки;ДетиПоносят;Happy Textile;Basic;Девочки;Лето;Серый;116;3714;9560.0;18;95;29;1182
2073;ДЕТ-002073;Комбинезон хлопковый розовый;Комбинезоны;ДетиПоносят;Kids Factory;Sport;Унисекс;Осень;Розовый;116;882;2690.0;15;107;20;849
2074;ДЕТ-002074;Комбинезон демисезонный розовый;Комбинезоны;ДетиНосят;ООО Текстиль Плюс;Casual;Девочки;Зима;Розовый;122;1031;2530.0;18;243;40;823
2075;ДЕТ-002075;Пижама хлопковая бежевый;Пижамы;ДетиПоносят;Fashion Group;Sport;Мальчики;Зима;Бежевый;104;1726;4490.0;20;243;39;899
2076;ДЕТ-002076;Худи утепленное серый;Худи;ДетиНосят;Kids Factory;Premium;Унисекс;Весна;Серый;86;1173;3510.0;10;157;10;209
2077;ДЕТ-002077;Худи на молнии белый;Худи;ДетиНосят;Fashion Group;New;Унисекс;Зима;Белый;122;3279;10080.0;10;88;22;785
